0_x,0_y,0_score,1_x,1_y,1_score,2_x,2_y,2_score,3_x,3_y,3_score,4_x,4_y,4_score,5_x,5_y,5_score,6_x,6_y,6_score,7_x,7_y,7_score,8_x,8_y,8_score,9_x,9_y,9_score,10_x,10_y,10_score,11_x,11_y,11_score,12_x,12_y,12_score,13_x,13_y,13_score,14_x,14_y,14_score,15_x,15_y,15_score,16_x,16_y,16_score,17_x,17_y,17_score,type_index,type_str,file_name
0.51,0.28,0.78,0.5,0.35,0.84,0.45,0.36,0.89,0.43,0.46,0.83,0.43,0.55,0.83,0.55,0.35,0.83,0.6,0.37,0.8,0.55,0.28,0.78,0.47,0.56,0.69,0.47,0.71,0.9,0.47,0.83,0.88,0.53,0.56,0.64,0.53,0.71,0.81,0.54,0.85,0.69,0.5,0.27,0.9,0.52,0.26,0.78,0.48,0.27,0.82,0.53,0.27,0.2,1,wave,./input/wave/Colour 87-168-wave.png
0.57,0.27,0.85,0.56,0.35,0.94,0.51,0.35,0.89,0.49,0.46,0.92,0.49,0.57,0.87,0.61,0.35,0.81,0.68,0.35,0.89,0.68,0.25,0.94,0.52,0.55,0.74,0.52,0.72,0.82,0.52,0.85,0.71,0.59,0.55,0.67,0.59,0.71,0.68,0.59,0.86,0.69,0.56,0.26,0.95,0.58,0.26,0.88,0.54,0.27,0.99,0.6,0.27,0.95,1,wave,./input/wave/Colour 94-209-wave.png
0.5,0.33,0.8,0.48,0.4,0.84,0.44,0.4,0.89,0.42,0.51,0.92,0.43,0.59,0.87,0.52,0.4,0.91,0.59,0.36,0.81,0.58,0.29,0.91,0.45,0.6,0.76,0.45,0.74,0.83,0.44,0.88,0.8,0.52,0.59,0.72,0.51,0.74,0.85,0.51,0.89,0.8,0.49,0.32,1.02,0.5,0.32,0.95,0.47,0.33,0.81,0.51,0.34,0.65,1,wave,./input/wave/Colour 110-126-wave.png
0.46,0.27,0.88,0.47,0.36,0.92,0.42,0.36,0.87,0.4,0.47,0.86,0.4,0.56,0.78,0.52,0.35,0.75,0.57,0.43,0.72,0.62,0.35,0.88,0.44,0.58,0.76,0.43,0.74,0.82,0.43,0.89,0.75,0.5,0.58,0.72,0.5,0.74,0.79,0.5,0.88,0.75,0.45,0.26,0.85,0.47,0.26,0.88,0.44,0.27,0.87,0.49,0.27,0.92,1,wave,./input/wave/Colour 130-83-wave.png
0.52,0.27,0.81,0.51,0.35,0.91,0.46,0.36,0.8,0.44,0.46,0.8,0.44,0.55,0.85,0.56,0.35,0.84,0.62,0.34,0.86,0.59,0.26,0.82,0.47,0.56,0.69,0.48,0.71,0.87,0.47,0.83,0.88,0.54,0.56,0.73,0.54,0.71,0.74,0.54,0.85,0.76,0.5,0.26,0.9,0.53,0.27,0.94,0.49,0.27,0.97,0.54,0.28,0.66,1,wave,./input/wave/Colour 93-167-wave.png
0.53,0.28,0.88,0.52,0.36,0.91,0.48,0.36,0.7,0.46,0.47,0.73,0.47,0.57,0.78,0.57,0.36,0.87,0.63,0.38,0.89,0.59,0.31,0.85,0.49,0.58,0.68,0.49,0.73,0.86,0.49,0.86,0.79,0.55,0.58,0.67,0.55,0.73,0.84,0.55,0.88,0.83,0.52,0.27,0.87,0.54,0.27,0.89,0.5,0.28,0.65,0.55,0.28,0.64,1,wave,./input/wave/Colour 156-234-wave.png
0.51,0.27,0.93,0.5,0.35,0.83,0.45,0.35,0.9,0.43,0.46,0.81,0.43,0.55,0.84,0.55,0.35,0.83,0.61,0.36,0.87,0.57,0.28,0.79,0.47,0.56,0.71,0.47,0.71,0.9,0.47,0.83,0.88,0.53,0.56,0.66,0.53,0.71,0.8,0.54,0.85,0.69,0.5,0.26,0.84,0.52,0.27,0.93,0.48,0.27,0.84,0.53,0.28,0.51,1,wave,./input/wave/Colour 76-168-wave.png
0.53,0.28,0.91,0.52,0.36,0.91,0.48,0.36,0.76,0.46,0.47,0.77,0.46,0.57,0.76,0.57,0.36,0.81,0.62,0.4,0.91,0.63,0.31,0.83,0.49,0.58,0.72,0.5,0.73,0.85,0.49,0.87,0.77,0.55,0.58,0.65,0.55,0.73,0.84,0.55,0.88,0.8,0.52,0.27,0.92,0.54,0.27,0.94,0.51,0.27,0.76,0.56,0.28,0.56,1,wave,./input/wave/Colour 194-233-wave.png
0.49,0.33,0.88,0.48,0.4,0.83,0.44,0.4,0.9,0.41,0.51,0.88,0.42,0.59,0.79,0.52,0.39,0.87,0.59,0.37,0.76,0.62,0.28,0.81,0.45,0.6,0.77,0.45,0.74,0.8,0.44,0.88,0.78,0.51,0.59,0.73,0.51,0.74,0.86,0.51,0.89,0.75,0.48,0.32,0.95,0.5,0.32,0.9,0.46,0.33,0.69,0.51,0.34,0.8,1,wave,./input/wave/Colour 85-126-wave.png
0.5,0.27,0.84,0.49,0.37,0.88,0.44,0.37,0.77,0.43,0.47,0.89,0.43,0.43,0.82,0.53,0.38,0.74,0.55,0.47,0.68,0.54,0.55,0.89,0.46,0.57,0.68,0.45,0.72,0.87,0.44,0.87,0.68,0.52,0.57,0.67,0.5,0.72,0.9,0.5,0.88,0.78,0.49,0.26,0.84,0.5,0.26,0.89,0.47,0.28,0.68,0.52,0.27,0.69,1,wave,./input/wave/Colour 92-146-wave.png
0.49,0.32,0.83,0.48,0.4,0.81,0.44,0.41,0.78,0.42,0.51,0.89,0.41,0.6,0.92,0.52,0.4,0.85,0.57,0.35,0.78,0.52,0.35,0.47,0.45,0.6,0.78,0.45,0.74,0.83,0.44,0.88,0.79,0.51,0.59,0.72,0.51,0.74,0.85,0.51,0.89,0.8,0.48,0.31,0.87,0.5,0.32,0.88,0.46,0.33,0.8,0.51,0.34,0.73,1,wave,./input/wave/Colour 183-125-wave.png
0.55,0.28,0.94,0.53,0.35,0.89,0.48,0.35,0.82,0.46,0.46,0.82,0.46,0.56,0.85,0.58,0.35,0.9,0.65,0.34,0.87,0.63,0.23,0.76,0.5,0.55,0.67,0.49,0.71,0.83,0.49,0.84,0.79,0.56,0.54,0.71,0.56,0.71,0.79,0.56,0.85,0.77,0.54,0.26,0.79,0.56,0.27,0.91,0.52,0.27,0.86,0.57,0.28,0.8,1,wave,./input/wave/Colour 112-208-wave.png
0.53,0.24,0.88,0.52,0.34,0.82,0.47,0.35,0.85,0.45,0.46,0.86,0.46,0.55,0.92,0.57,0.34,0.82,0.62,0.29,0.94,0.57,0.21,0.84,0.5,0.54,0.61,0.5,0.71,0.7,0.5,0.86,0.75,0.56,0.54,0.71,0.55,0.71,0.76,0.55,0.86,0.74,0.52,0.23,0.91,0.55,0.23,0.85,0.5,0.26,0.89,0.56,0.26,0.82,1,wave,./input/wave/Colour 111-189-wave.png
0.49,0.3,0.83,0.48,0.39,0.72,0.44,0.39,0.78,0.42,0.49,0.82,0.43,0.58,0.85,0.53,0.39,0.77,0.56,0.39,0.8,0.58,0.29,0.91,0.45,0.58,0.7,0.44,0.74,0.82,0.43,0.88,0.88,0.51,0.58,0.67,0.52,0.74,0.74,0.52,0.88,0.84,0.48,0.29,0.88,0.5,0.29,0.83,0.46,0.3,0.76,0.51,0.3,0.93,1,wave,./input/wave/Colour 95-104-wave.png
0.5,0.33,0.77,0.48,0.4,0.85,0.44,0.4,0.9,0.42,0.51,0.89,0.43,0.59,0.87,0.53,0.39,0.87,0.59,0.36,0.87,0.62,0.28,0.83,0.45,0.59,0.77,0.45,0.74,0.79,0.44,0.88,0.79,0.51,0.59,0.67,0.51,0.74,0.86,0.51,0.89,0.77,0.49,0.32,1.0,0.5,0.32,0.96,0.47,0.33,0.77,0.51,0.34,0.59,1,wave,./input/wave/Colour 113-126-wave.png
0.49,0.3,0.83,0.48,0.39,0.73,0.44,0.39,0.8,0.42,0.49,0.69,0.43,0.58,0.8,0.52,0.39,0.82,0.56,0.39,0.81,0.54,0.32,0.89,0.45,0.58,0.69,0.44,0.74,0.83,0.43,0.88,0.86,0.51,0.58,0.71,0.52,0.74,0.76,0.52,0.88,0.83,0.48,0.29,0.91,0.5,0.29,0.89,0.46,0.3,0.8,0.51,0.3,0.86,1,wave,./input/wave/Colour 124-103-wave.png
0.49,0.3,0.87,0.48,0.39,0.73,0.44,0.39,0.77,0.42,0.49,0.82,0.43,0.58,0.79,0.53,0.39,0.78,0.58,0.39,0.82,0.55,0.32,0.93,0.45,0.59,0.69,0.44,0.74,0.88,0.43,0.88,0.88,0.51,0.58,0.68,0.52,0.74,0.73,0.52,0.88,0.83,0.48,0.29,0.86,0.5,0.29,0.84,0.46,0.3,0.75,0.51,0.3,0.83,1,wave,./input/wave/Colour 104-104-wave.png
0.57,0.27,0.82,0.56,0.35,0.92,0.51,0.35,0.85,0.49,0.46,0.94,0.49,0.57,0.86,0.61,0.35,0.76,0.69,0.34,0.96,0.66,0.24,0.87,0.52,0.55,0.74,0.52,0.72,0.82,0.52,0.85,0.72,0.59,0.55,0.66,0.59,0.71,0.71,0.59,0.85,0.67,0.56,0.26,0.98,0.58,0.26,0.86,0.55,0.27,0.96,0.6,0.27,0.93,1,wave,./input/wave/Colour 104-209-wave.png
0.49,0.33,0.85,0.48,0.4,0.81,0.44,0.4,0.91,0.41,0.51,0.88,0.43,0.59,0.81,0.52,0.39,0.87,0.59,0.35,0.81,0.61,0.26,0.75,0.45,0.59,0.77,0.45,0.74,0.8,0.44,0.88,0.8,0.51,0.59,0.67,0.51,0.74,0.83,0.51,0.89,0.78,0.49,0.32,0.99,0.5,0.32,0.93,0.47,0.33,0.76,0.51,0.34,0.76,1,wave,./input/wave/Colour 98-126-wave.png
0.5,0.27,0.95,0.5,0.36,0.91,0.46,0.36,0.78,0.44,0.47,0.76,0.44,0.56,0.77,0.55,0.35,0.87,0.59,0.4,0.88,0.55,0.33,0.79,0.47,0.58,0.7,0.47,0.73,0.88,0.47,0.86,0.72,0.53,0.57,0.72,0.52,0.73,0.9,0.52,0.87,0.76,0.5,0.27,0.89,0.51,0.26,0.8,0.48,0.28,0.52,0.53,0.27,0.71,1,wave,./input/wave/Colour 177-232-wave.png
0.49,0.33,0.88,0.48,0.4,0.85,0.44,0.4,0.89,0.41,0.51,0.9,0.42,0.59,0.84,0.53,0.39,0.88,0.6,0.37,0.84,0.66,0.33,0.86,0.45,0.59,0.77,0.45,0.74,0.8,0.44,0.88,0.79,0.51,0.59,0.68,0.51,0.74,0.85,0.51,0.89,0.78,0.48,0.32,0.95,0.5,0.32,0.92,0.46,0.33,0.74,0.51,0.34,0.75,1,wave,./input/wave/Colour 123-126-wave.png
0.57,0.27,0.86,0.56,0.35,0.9,0.51,0.35,0.84,0.49,0.46,0.92,0.49,0.57,0.82,0.61,0.35,0.78,0.69,0.32,0.86,0.66,0.21,0.89,0.52,0.55,0.74,0.52,0.72,0.8,0.52,0.85,0.71,0.59,0.55,0.66,0.59,0.71,0.74,0.59,0.86,0.7,0.56,0.26,0.93,0.59,0.26,0.8,0.55,0.27,0.93,0.6,0.27,0.93,1,wave,./input/wave/Colour 123-209-wave.png
0.49,0.33,0.92,0.48,0.4,0.83,0.44,0.41,0.87,0.42,0.51,0.87,0.41,0.6,0.84,0.53,0.4,0.94,0.59,0.35,0.88,0.6,0.26,0.82,0.45,0.6,0.77,0.45,0.74,0.84,0.44,0.88,0.78,0.51,0.59,0.76,0.51,0.74,0.87,0.51,0.89,0.77,0.48,0.32,0.85,0.5,0.32,0.87,0.46,0.33,0.77,0.51,0.33,0.81,1,wave,./input/wave/Colour 120-124-wave.png
0.5,0.32,0.81,0.48,0.4,0.87,0.44,0.4,0.87,0.41,0.51,0.91,0.43,0.59,0.82,0.53,0.39,0.87,0.59,0.35,0.87,0.56,0.29,0.87,0.45,0.59,0.76,0.45,0.74,0.82,0.44,0.88,0.78,0.51,0.59,0.66,0.51,0.74,0.84,0.51,0.89,0.75,0.49,0.31,0.99,0.5,0.32,0.98,0.47,0.33,0.79,0.52,0.33,0.71,1,wave,./input/wave/Colour 132-126-wave.png
0.49,0.3,0.86,0.48,0.39,0.77,0.44,0.39,0.77,0.42,0.49,0.72,0.43,0.58,0.8,0.52,0.38,0.88,0.56,0.42,0.92,0.55,0.34,0.87,0.45,0.58,0.68,0.44,0.74,0.81,0.43,0.87,0.86,0.51,0.58,0.72,0.52,0.74,0.74,0.52,0.88,0.84,0.48,0.29,0.89,0.5,0.29,0.87,0.46,0.3,0.82,0.51,0.31,0.93,1,wave,./input/wave/Colour 133-103-wave.png
0.53,0.28,0.96,0.52,0.36,0.82,0.48,0.36,0.73,0.46,0.48,0.74,0.46,0.57,0.81,0.56,0.36,0.85,0.62,0.4,0.93,0.62,0.3,0.93,0.49,0.58,0.71,0.49,0.73,0.88,0.49,0.86,0.8,0.55,0.58,0.7,0.55,0.73,0.87,0.55,0.88,0.83,0.52,0.26,0.83,0.54,0.27,0.88,0.5,0.27,0.73,0.55,0.28,0.69,1,wave,./input/wave/Colour 134-234-wave.png
0.49,0.3,0.84,0.48,0.39,0.76,0.44,0.39,0.77,0.42,0.49,0.76,0.43,0.58,0.86,0.53,0.39,0.82,0.57,0.39,0.78,0.55,0.3,0.77,0.45,0.59,0.73,0.44,0.74,0.84,0.43,0.87,0.87,0.51,0.59,0.68,0.52,0.74,0.79,0.52,0.88,0.83,0.48,0.29,0.84,0.5,0.29,0.81,0.46,0.3,0.76,0.51,0.3,0.94,1,wave,./input/wave/Colour 92-104-wave.png
0.5,0.28,0.75,0.49,0.36,0.83,0.44,0.36,0.79,0.43,0.45,0.54,0.42,0.46,0.47,0.54,0.37,0.69,0.55,0.47,0.8,0.54,0.55,0.91,0.46,0.57,0.66,0.45,0.72,0.9,0.44,0.87,0.67,0.51,0.57,0.63,0.5,0.72,0.89,0.5,0.87,0.73,0.49,0.27,0.83,0.5,0.27,0.86,0.47,0.28,0.65,0.52,0.27,0.69,1,wave,./input/wave/Colour 108-147-wave.png
0.47,0.27,0.96,0.47,0.35,0.93,0.42,0.36,0.86,0.41,0.46,0.79,0.4,0.57,0.72,0.51,0.35,0.77,0.57,0.42,0.82,0.53,0.33,0.91,0.44,0.58,0.75,0.44,0.74,0.82,0.43,0.89,0.8,0.5,0.58,0.75,0.51,0.74,0.84,0.5,0.89,0.77,0.46,0.26,0.76,0.48,0.26,0.84,0.44,0.27,0.89,0.5,0.27,0.73,1,wave,./input/wave/Colour 79-82-wave.png
0.5,0.28,0.76,0.5,0.38,0.87,0.45,0.37,0.83,0.44,0.48,0.62,0.45,0.46,0.81,0.54,0.38,0.78,0.55,0.47,0.7,0.55,0.56,0.85,0.46,0.57,0.67,0.45,0.72,0.85,0.44,0.86,0.74,0.52,0.57,0.73,0.51,0.72,0.88,0.5,0.87,0.73,0.49,0.27,0.84,0.51,0.27,0.84,0.48,0.28,0.58,0.52,0.28,0.48,1,wave,./input/wave/Colour 118-145-wave.png
0.5,0.28,0.68,0.5,0.37,0.85,0.45,0.37,0.83,0.44,0.47,0.62,0.44,0.47,0.64,0.54,0.38,0.78,0.55,0.47,0.73,0.55,0.56,0.87,0.46,0.57,0.62,0.45,0.72,0.84,0.44,0.86,0.72,0.52,0.57,0.71,0.51,0.72,0.88,0.5,0.87,0.73,0.49,0.27,0.74,0.51,0.27,0.73,0.48,0.28,0.54,0.52,0.29,0.31,1,wave,./input/wave/Colour 126-145-wave.png
0.49,0.33,0.84,0.48,0.4,0.82,0.44,0.41,0.81,0.42,0.51,0.89,0.41,0.6,0.9,0.52,0.4,0.92,0.58,0.36,0.96,0.59,0.26,0.79,0.45,0.59,0.77,0.45,0.74,0.82,0.44,0.88,0.78,0.51,0.59,0.72,0.51,0.74,0.86,0.51,0.89,0.8,0.48,0.32,0.92,0.5,0.32,0.82,0.46,0.33,0.72,0.51,0.33,0.91,1,wave,./input/wave/Colour 177-125-wave.png
0.54,0.28,0.93,0.53,0.36,0.95,0.48,0.36,0.81,0.46,0.47,0.81,0.46,0.56,0.76,0.58,0.36,0.9,0.64,0.38,0.95,0.63,0.27,0.87,0.5,0.55,0.67,0.49,0.71,0.82,0.49,0.84,0.78,0.56,0.54,0.73,0.56,0.71,0.82,0.56,0.85,0.76,0.53,0.26,0.82,0.56,0.27,0.84,0.51,0.27,0.85,0.56,0.28,0.87,1,wave,./input/wave/Colour 144-208-wave.png
0.49,0.3,0.82,0.48,0.39,0.71,0.44,0.39,0.76,0.42,0.49,0.82,0.43,0.58,0.82,0.52,0.39,0.79,0.57,0.39,0.81,0.59,0.29,0.85,0.45,0.58,0.71,0.44,0.74,0.81,0.43,0.88,0.88,0.51,0.58,0.68,0.52,0.74,0.74,0.52,0.88,0.84,0.48,0.29,0.89,0.5,0.29,0.85,0.46,0.3,0.75,0.51,0.3,0.94,1,wave,./input/wave/Colour 98-104-wave.png
0.53,0.28,0.86,0.52,0.36,0.93,0.48,0.36,0.82,0.46,0.47,0.76,0.46,0.57,0.76,0.57,0.36,0.85,0.62,0.4,0.92,0.61,0.32,0.82,0.49,0.58,0.72,0.5,0.73,0.85,0.49,0.87,0.78,0.55,0.57,0.65,0.55,0.73,0.85,0.55,0.88,0.8,0.52,0.27,0.95,0.54,0.27,0.95,0.51,0.28,0.78,0.56,0.28,0.6,1,wave,./input/wave/Colour 185-233-wave.png
0.53,0.24,0.87,0.52,0.34,0.88,0.48,0.35,0.85,0.46,0.46,0.81,0.46,0.55,0.88,0.57,0.33,0.8,0.61,0.26,0.86,0.57,0.15,0.8,0.5,0.54,0.58,0.5,0.71,0.69,0.5,0.86,0.73,0.56,0.54,0.69,0.55,0.71,0.79,0.55,0.86,0.73,0.52,0.23,0.89,0.54,0.23,0.92,0.5,0.26,0.86,0.56,0.26,0.88,1,wave,./input/wave/Colour 135-187-wave.png
0.56,0.27,0.95,0.56,0.35,0.88,0.5,0.35,0.86,0.48,0.47,0.87,0.49,0.56,0.81,0.61,0.35,0.78,0.68,0.34,0.77,0.68,0.23,0.78,0.52,0.55,0.71,0.52,0.71,0.74,0.52,0.85,0.69,0.59,0.54,0.73,0.58,0.71,0.81,0.59,0.86,0.7,0.56,0.26,0.86,0.58,0.26,0.82,0.54,0.27,0.9,0.59,0.27,0.8,1,wave,./input/wave/Colour 151-210-wave.png
0.49,0.33,0.84,0.48,0.4,0.82,0.44,0.41,0.81,0.42,0.51,0.86,0.41,0.59,0.88,0.53,0.4,0.93,0.58,0.36,0.9,0.62,0.27,0.92,0.45,0.59,0.78,0.45,0.74,0.79,0.44,0.88,0.77,0.51,0.59,0.73,0.51,0.74,0.87,0.51,0.89,0.76,0.48,0.32,0.91,0.5,0.32,0.84,0.46,0.33,0.71,0.51,0.33,0.9,1,wave,./input/wave/Colour 174-125-wave.png
0.53,0.24,0.92,0.52,0.34,0.82,0.47,0.36,0.86,0.46,0.46,0.83,0.46,0.55,0.88,0.57,0.33,0.82,0.61,0.24,0.85,0.59,0.14,0.89,0.5,0.54,0.61,0.5,0.71,0.67,0.5,0.86,0.71,0.56,0.54,0.7,0.55,0.71,0.73,0.55,0.87,0.77,0.52,0.23,0.79,0.54,0.23,0.87,0.5,0.26,0.76,0.56,0.26,0.85,1,wave,./input/wave/Colour 106-187-wave.png
0.49,0.34,0.89,0.48,0.4,0.88,0.44,0.41,0.88,0.42,0.51,0.91,0.42,0.59,0.79,0.52,0.4,0.86,0.58,0.35,0.86,0.53,0.32,0.96,0.45,0.59,0.77,0.45,0.74,0.78,0.44,0.88,0.79,0.51,0.59,0.69,0.51,0.74,0.82,0.51,0.89,0.75,0.48,0.32,0.67,0.5,0.33,0.7,0.46,0.33,0.76,0.51,0.34,0.51,1,wave,./input/wave/Colour 78-126-wave.png
0.47,0.26,0.82,0.47,0.35,0.91,0.42,0.35,0.88,0.4,0.46,0.85,0.4,0.56,0.81,0.52,0.35,0.78,0.56,0.45,0.87,0.59,0.35,0.87,0.43,0.58,0.71,0.43,0.76,0.73,0.42,0.9,0.77,0.5,0.58,0.72,0.5,0.75,0.85,0.51,0.9,0.82,0.45,0.25,0.97,0.48,0.25,0.87,0.44,0.26,0.75,0.49,0.26,0.84,1,wave,./input/wave/Colour 117-84-wave.png
0.49,0.3,0.84,0.48,0.39,0.74,0.44,0.39,0.79,0.42,0.49,0.81,0.43,0.58,0.8,0.52,0.39,0.84,0.57,0.4,0.81,0.55,0.33,0.89,0.45,0.58,0.71,0.44,0.74,0.84,0.43,0.88,0.87,0.51,0.58,0.69,0.52,0.74,0.73,0.52,0.88,0.84,0.48,0.29,0.9,0.5,0.29,0.89,0.46,0.3,0.8,0.5,0.31,0.93,1,wave,./input/wave/Colour 141-104-wave.png
0.47,0.26,0.88,0.47,0.35,0.86,0.42,0.35,0.85,0.4,0.46,0.83,0.4,0.56,0.85,0.51,0.35,0.69,0.56,0.43,0.87,0.53,0.34,0.86,0.43,0.58,0.72,0.43,0.76,0.76,0.42,0.9,0.77,0.5,0.58,0.72,0.5,0.74,0.85,0.51,0.9,0.81,0.46,0.25,0.9,0.48,0.25,0.84,0.44,0.26,0.79,0.5,0.26,0.76,1,wave,./input/wave/Colour 103-84-wave.png
0.5,0.28,0.73,0.5,0.38,0.85,0.45,0.37,0.81,0.44,0.47,0.47,0.44,0.46,0.79,0.54,0.38,0.79,0.55,0.48,0.7,0.54,0.56,0.84,0.46,0.57,0.65,0.45,0.72,0.87,0.44,0.86,0.72,0.52,0.57,0.71,0.5,0.72,0.89,0.5,0.87,0.73,0.49,0.26,0.81,0.51,0.27,0.83,0.47,0.28,0.61,0.52,0.28,0.49,1,wave,./input/wave/Colour 101-145-wave.png
0.47,0.3,0.87,0.47,0.39,0.89,0.42,0.39,0.81,0.36,0.43,0.87,0.33,0.34,0.75,0.51,0.4,0.83,0.54,0.5,0.7,0.54,0.59,0.9,0.44,0.6,0.68,0.44,0.76,0.76,0.44,0.9,0.77,0.5,0.61,0.67,0.5,0.76,0.67,0.5,0.9,0.69,0.46,0.29,0.85,0.49,0.29,0.93,0.44,0.3,0.85,0.5,0.3,0.69,1,wave,./input/wave/Colour 108-63-wave.png
0.49,0.33,0.91,0.48,0.4,0.88,0.44,0.4,0.88,0.41,0.5,0.85,0.41,0.6,0.88,0.53,0.4,0.87,0.59,0.38,0.76,0.62,0.28,0.9,0.45,0.6,0.77,0.45,0.74,0.82,0.44,0.88,0.78,0.51,0.59,0.75,0.51,0.74,0.86,0.51,0.89,0.8,0.48,0.32,0.86,0.5,0.32,0.88,0.47,0.33,0.82,0.51,0.33,0.79,1,wave,./input/wave/Colour 91-124-wave.png
0.49,0.3,0.83,0.48,0.39,0.75,0.44,0.39,0.79,0.42,0.5,0.72,0.43,0.58,0.82,0.53,0.39,0.8,0.57,0.37,0.75,0.55,0.29,0.84,0.45,0.59,0.69,0.44,0.74,0.83,0.43,0.87,0.87,0.51,0.58,0.7,0.52,0.74,0.75,0.52,0.88,0.83,0.48,0.29,0.91,0.5,0.29,0.87,0.46,0.3,0.75,0.51,0.31,0.92,1,wave,./input/wave/Colour 94-103-wave.png
0.47,0.3,0.9,0.47,0.39,0.89,0.42,0.39,0.8,0.36,0.43,0.86,0.33,0.34,0.76,0.51,0.4,0.84,0.54,0.5,0.71,0.54,0.59,0.9,0.44,0.6,0.7,0.44,0.76,0.74,0.44,0.9,0.77,0.5,0.6,0.65,0.5,0.76,0.68,0.5,0.9,0.69,0.46,0.29,0.83,0.48,0.29,0.91,0.44,0.3,0.84,0.5,0.3,0.7,1,wave,./input/wave/Colour 112-63-wave.png
0.54,0.27,0.91,0.53,0.36,0.94,0.48,0.36,0.78,0.46,0.46,0.88,0.46,0.56,0.84,0.58,0.36,0.89,0.64,0.4,0.95,0.62,0.31,0.9,0.5,0.55,0.7,0.49,0.71,0.83,0.49,0.84,0.8,0.56,0.54,0.7,0.56,0.71,0.81,0.56,0.85,0.77,0.53,0.26,0.84,0.55,0.27,0.82,0.51,0.27,0.86,0.56,0.28,0.81,1,wave,./input/wave/Colour 93-208-wave.png
0.47,0.35,0.96,0.46,0.43,0.71,0.42,0.43,0.78,0.4,0.53,0.75,0.39,0.62,0.81,0.5,0.42,0.78,0.53,0.47,0.82,0.51,0.39,0.86,0.43,0.62,0.74,0.43,0.78,0.71,0.42,0.91,0.76,0.49,0.62,0.73,0.49,0.78,0.79,0.5,0.92,0.78,0.46,0.35,0.83,0.48,0.34,0.81,0.44,0.36,0.78,0.49,0.35,0.82,1,wave,./input/wave/Colour 116-41-wave.png
0.57,0.27,0.82,0.56,0.35,0.9,0.51,0.35,0.87,0.49,0.46,0.93,0.49,0.57,0.86,0.61,0.34,0.72,0.69,0.32,0.88,0.71,0.21,0.88,0.52,0.55,0.75,0.52,0.72,0.81,0.52,0.85,0.71,0.59,0.55,0.67,0.59,0.71,0.72,0.59,0.86,0.68,0.56,0.26,0.97,0.58,0.26,0.87,0.55,0.27,0.99,0.6,0.27,0.97,1,wave,./input/wave/Colour 117-209-wave.png
0.47,0.3,0.89,0.46,0.4,0.87,0.42,0.39,0.83,0.36,0.43,0.88,0.37,0.34,0.84,0.51,0.4,0.88,0.53,0.5,0.67,0.54,0.59,0.9,0.44,0.6,0.7,0.44,0.76,0.75,0.44,0.9,0.78,0.5,0.6,0.64,0.5,0.76,0.64,0.5,0.9,0.7,0.46,0.29,0.88,0.48,0.29,0.85,0.44,0.3,0.8,0.5,0.3,0.78,1,wave,./input/wave/Colour 117-63-wave.png
0.53,0.28,0.87,0.52,0.36,0.92,0.48,0.36,0.78,0.46,0.47,0.81,0.46,0.56,0.74,0.56,0.36,0.89,0.62,0.4,0.85,0.61,0.33,0.89,0.49,0.58,0.71,0.5,0.73,0.86,0.49,0.87,0.76,0.55,0.58,0.68,0.55,0.73,0.85,0.55,0.88,0.8,0.52,0.27,0.93,0.54,0.27,0.94,0.51,0.28,0.72,0.56,0.28,0.59,1,wave,./input/wave/Colour 163-233-wave.png
0.57,0.27,0.86,0.56,0.35,0.89,0.51,0.35,0.88,0.49,0.46,0.94,0.49,0.57,0.88,0.61,0.34,0.76,0.69,0.32,0.9,0.71,0.21,0.89,0.52,0.55,0.73,0.52,0.72,0.8,0.52,0.85,0.71,0.59,0.54,0.67,0.59,0.71,0.74,0.59,0.85,0.68,0.56,0.26,0.92,0.58,0.26,0.84,0.54,0.27,1.0,0.6,0.27,0.96,1,wave,./input/wave/Colour 136-209-wave.png
0.53,0.28,0.93,0.52,0.36,0.84,0.48,0.37,0.71,0.46,0.48,0.73,0.46,0.57,0.76,0.56,0.36,0.91,0.62,0.4,0.96,0.6,0.31,0.86,0.49,0.58,0.72,0.49,0.73,0.88,0.49,0.86,0.78,0.55,0.57,0.7,0.55,0.73,0.88,0.55,0.88,0.83,0.52,0.27,0.89,0.54,0.27,0.93,0.5,0.28,0.71,0.55,0.28,0.56,1,wave,./input/wave/Colour 137-234-wave.png
0.56,0.27,0.93,0.56,0.35,0.84,0.5,0.36,0.84,0.48,0.47,0.84,0.49,0.56,0.78,0.61,0.35,0.76,0.68,0.33,0.83,0.64,0.23,0.98,0.52,0.55,0.72,0.52,0.71,0.76,0.52,0.85,0.69,0.58,0.55,0.73,0.58,0.71,0.82,0.59,0.86,0.71,0.55,0.25,0.85,0.57,0.26,0.8,0.53,0.27,0.82,0.59,0.27,0.89,1,wave,./input/wave/Colour 110-210-wave.png
0.47,0.27,0.98,0.47,0.36,0.93,0.42,0.36,0.81,0.41,0.47,0.83,0.41,0.57,0.82,0.52,0.36,0.69,0.56,0.43,0.86,0.51,0.35,0.84,0.44,0.58,0.69,0.44,0.74,0.82,0.43,0.89,0.8,0.51,0.58,0.73,0.51,0.74,0.84,0.5,0.89,0.79,0.46,0.26,0.81,0.48,0.26,0.77,0.44,0.27,0.8,0.5,0.27,0.88,1,wave,./input/wave/Colour 100-82-wave.png
